esp32mag:::SENSE,001,m,42597,2020-12-17T09:49:28.942660000+02:00,417.00,264.00,-296.00:::00:00:02.097352
esp32acc:::SENSE,001,a,42599,2020-12-17T09:49:28.963685000+02:00,112.00,-60.00,-4128.00:::00:00:02.102378
esp32mag:::SENSE,001,m,42600,2020-12-17T09:49:28.972377000+02:00,417.00,264.00,-296.00:::00:00:02.120293
esp32acc:::SENSE,001,a,42601,2020-12-17T09:49:28.983578000+02:00,108.00,-64.00,-4136.00:::00:00:02.132260
esp32acc:::SENSE,001,a,42603,2020-12-17T09:49:29.3891000+02:00,116.00,-52.00,-4140.00:::00:00:02.143284
esp32mag:::SENSE,001,m,42602,2020-12-17T09:49:29.2659000+02:00,417.00,276.00,-290.00:::00:00:02.154254
esp32acc:::SENSE,001,a,42604,2020-12-17T09:49:29.23709000+02:00,128.00,-48.00,-4156.00:::00:00:02.160223
esp32mag:::SENSE,001,m,42605,2020-12-17T09:49:29.32313000+02:00,417.00,276.00,-290.00:::00:00:02.166179
esp32acc:::SENSE,001,a,42606,2020-12-17T09:49:29.43574000+02:00,108.00,-60.00,-4136.00:::00:00:02.177192
esp32acc:::SENSE,001,a,42608,2020-12-17T09:49:29.63774000+02:00,96.00,-72.00,-4160.00:::00:00:02.178137
esp32mag:::SENSE,001,m,42607,2020-12-17T09:49:29.62664000+02:00,405.00,264.00,-302.00:::00:00:02.188174
esp32acc:::SENSE,001,a,42609,2020-12-17T09:49:29.84209000+02:00,136.00,-40.00,-4136.00:::00:00:02.211065
esp32mag:::SENSE,001,m,42610,2020-12-17T09:49:29.92306000+02:00,429.00,282.00,-296.00:::00:00:02.217076
esp32acc:::SENSE,001,a,42611,2020-12-17T09:49:29.103436000+02:00,104.00,-40.00,-4152.00:::00:00:02.218041
esp32acc:::SENSE,001,a,42613,2020-12-17T09:49:29.123936000+02:00,128.00,-60.00,-4144.00:::00:00:02.224018
esp32mag:::SENSE,001,m,42612,2020-12-17T09:49:29.122629000+02:00,429.00,282.00,-296.00:::00:00:02.229063
esp32acc:::SENSE,001,a,42614,2020-12-17T09:49:29.144027000+02:00,128.00,-56.00,-4160.00:::00:00:02.229063
